tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,cleaned_tweet
Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,,No emotion toward brand or product,129,anyone at sxsw had a chance to check out the popup apple store wondering if it is worth the trek from the convention center
ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,iPad,Positive emotion,121,sxsw ipad store sold out of everything except 64gig wifi only white did you manage to get yours
ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,iPad,Positive emotion,128,sxsw ipad store sold out of everything except 64gig wifi only white also known as the white jeans configuration
Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,Positive emotion,111,offered a sxsw ipad promo to ninjafinder users and fans who are not here at sxsw sucks to not be here sxsw
@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,,No emotion toward brand or product,99,sxsw is an austin conference do a google search they have interactive music film
Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,,No emotion toward brand or product,67,anyone at sxsw know if apple will be or is selling ipad 2 there
Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,,No emotion toward brand or product,76,anyone at sxsw know if the apple store has had a new shipment of ipads yet
Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,,No emotion toward brand or product,115,marc ecko sxsw launches iphone app to autodial political change link edreform edtech eduvc fightthepaddle
#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,Positive emotion,106,poursite sxsw learning about the lifechanging impact of the ipad on real peoples actual lives bravo
@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,,Positive emotion,99,sxsw lonelyplanet austin guide for iphone is free for a limited time link lp travel
"More free #SXSW mp3 downloads, this time from iTunes: {link}",,No emotion toward brand or product,60,more free sxsw mp3 downloads this time from itunes link
Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,,No emotion toward brand or product,81,anyone at sxsw or heading to aclu event seen owt to do with google circles then
@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,,No emotion toward brand or product,81,sxsw prompt for memory go to google map and describe a childhood walk
The Apple #SXSW store still has iPad 2's and short lines.,iPad,Positive emotion,57,the apple sxsw store still has ipad 2s and short lines
Essential #sxsw tools: {link},,No emotion toward brand or product,29,essential sxsw tools link
"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,Positive emotion,127,just left sxsw tradeshow demo of at the google theatre ok i get it i see why all the presenters here are using it
"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",,No emotion toward brand or product,138,following sxsw tweets on google realtime four platforms on tweet deck and listening to panel realizing im spoken to no one here today
Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,,No emotion toward brand or product,123,anyone at sxsw want an ipad 2 im in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you
Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,Positive emotion,117,anyone at sxsw want to make a quick hundred dollars new ipad2 from ad hoc apple store here gets hundred plus cost
Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),,No emotion toward brand or product,101,solving a sxswinduced iphoneintoilet crisis at apple store with not my crisis for once
"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,Positive emotion,134,monday at sxsw barry diller new york times congress lunch w hotel party google party six dirty martinis how mondays should be
Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product,88,attending sxsw austin guide by is now free to download on itunes link lp
"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,Negative emotion,126,seriously sxsw did you do any testing on the mobile apps constant ipad crashes causing lost schedules and no sync for wp7
Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,91,ready for sxsw here are some iphone apps 2 make ur blogging easier link sxsw sxswi
ipad2 and #sxsw...a conflagration of doofusness.  {link},iPad,Negative emotion,56,ipad2 and sxswa conflagration of doofusness link
attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,Positive emotion,107,attention sxswers link rumored popup temporary apple store for all your sxsw ipad 2 launch needs
I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,Positive emotion,72,i went to sxswi and all i won was this lousy ipad sxsw link
Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},,No emotion toward brand or product,93,hey sxsw sxswi folks if you want to learn about security come over to bsidesaustin link
Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,,No emotion toward brand or product,136,attending sxswi work in iphone ipad game development looking to hire an austinbased ios developer im your man lets talk sxsw
This is a #WINNING picture #android #google #sxsw {link},Android,Positive emotion,56,this is a winning picture android google sxsw link
GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,,No emotion toward brand or product,98,gsdampm google 710 rt whats the best party to hit tonight sxsw
GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},,No emotion toward brand or product,74,gsdampm google industry party sxsw great to meet you link
"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",iPad,Negative emotion,127,you spent 1000 to come to sxsw youve already used ipad 1 the wait is a couple city blocks why ipad2 sxsw link
#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link},,No emotion toward brand or product,104,sxsw day 1 marissa mayer google will connect the digital amp physical worlds through mobile link
Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,Positive emotion,85,behind on 100s of emails give them all 1 line iphone composed replies sxsw protip
It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,iPad,Positive emotion,108,its like 10pm at night and there is a line around the block at the popup apple stores selling ipad2s sxsw
.@mention 1154 free songs from #SXSW (this year alone!) {link},,No emotion toward brand or product,62,1154 free songs from sxsw this year alone link
more than 150 million mobile users for Google Maps for Mobile #SXSW,,No emotion toward brand or product,67,more than 150 million mobile users for google maps for mobile sxsw
Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,,No emotion toward brand or product,72,currently 150 people in line at the quotpop up apple storequot sxsw
"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",,No emotion toward brand or product,119,only ipad 2 available at sxsw is the 64gb wifionly model at 699 plus the optional not leather smart cover at 69
÷¼ We love 2 entertain youÛ_Please donÛªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product,127,we love 2 entertain youplease dont be grateful link edchat musedchat sxsw sxswi classical newtwitter
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,,No emotion toward brand or product,84,less than 2 hours until we announce the details on the ipad 2 giveaway sxsw sxswi
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,Negative emotion,104,im up to 2 ipad 2s seen in the wild both people say it is fast but the still pics are terrible sxsw
(The iPad 2 queue at #sxsw of course,,No emotion toward brand or product,36,the ipad 2 queue at sxsw of course
The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},iPad,Positive emotion,56,the ipad 2 takes over sxsw video by link
many iPad 2's snapping away at the keynote slides! #sxsw,iPad,Positive emotion,56,many ipad 2s snapping away at the keynote slides sxsw
Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,,No emotion toward brand or product,94,apple has 200m users credit cards syncd with itunes for one click purchase winning sxsw
Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,,No emotion toward brand or product,98,having my 2nd cocktail quottexas snowflakequot google it at the cnngrill sxsw
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,92,new post 3 iphone apps well be using at south by southwest interactive link sxsw sxswi
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},,No emotion toward brand or product,92,new post 3 iphone apps well be using at south by southwest interactive sxsw sxswi link
sweet new 3-d google maps demo going on in ballroom D #SXSW,Other Google product or service,Positive emotion,59,sweet new 3d google maps demo going on in ballroom d sxsw
More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,Other Google product or service,Positive emotion,81,more than 35 million miles per day are driving with google maps navigation sxsw
rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider ÛÒ about 250 people! Only one more hour. ' #sxsw,,No emotion toward brand or product,125,rt its 4 pm and the ipad2 line at the apple store is longer and wider about 250 people only one more hour sxsw
